nodo_id,latitud,longitud
817689223,-11.9838079,-77.0018402
817689239,-11.9816768,-77.0042107
817689253,-11.9828347,-77.0003973
817691025,-11.9795703,-77.0047319
817691136,-11.9803068,-77.0030992
817691137,-11.9805259,-77.0027196
817691140,-11.9807774,-77.0023144
817694884,-11.9781074,-77.0038432
817694958,-11.9814991,-76.9989577
817699820,-11.9857742,-76.9983939
817699831,-11.9879128,-76.9969314
817699845,-11.9835996,-76.9960114
817705125,-11.9848729,-76.9970765
817710900,-11.9822302,-76.9950348
817710908,-11.9801829,-76.9980046
817710916,-11.9791664,-76.9991355
817710930,-11.9832379,-76.9935795
817717206,-11.9970838,-77.0095614
817717266,-11.9966047,-77.0075285
817727259,-11.9972573,-77.0095127
817727511,-11.9963722,-77.0052595
817727528,-11.9979557,-77.005206
817727597,-12.0002723,-77.0047723
817727619,-12.0006832,-77.0045118
817727641,-12.0038602,-77.0025373
817727753,-12.0038037,-77.0024249
817727945,-11.9978343,-77.0050856
817728007,-11.9963662,-77.005139
817728056,-11.9970772,-77.0088433
817728070,-11.996953,-77.0083796
817728089,-11.9967588,-77.0074882
817738440,-11.9908888,-77.0053388
817738468,-11.9913942,-77.0068761
817738472,-11.9916229,-77.0073086
817738477,-11.9918605,-77.007747
817738480,-11.9925176,-77.0090105
817738484,-11.9927612,-77.0094904
817738501,-11.9930519,-77.0100075
817752747,-11.9907212,-77.009335
817752754,-11.9915002,-77.0093981
817752771,-11.9915131,-77.0104219
817752786,-11.9915188,-77.0098921
817752794,-11.9920638,-77.0092651
817752822,-11.9913952,-77.0080041
817752853,-11.9909652,-77.0082347
817752859,-11.9906176,-77.0083931
817752861,-11.9900936,-77.0084674
817752880,-11.9906048,-77.0102784
817752885,-11.9906744,-77.0098144
817752900,-11.9915063,-77.0108701
817755413,-11.9899887,-77.0079622
817764501,-11.9892749,-77.0087251
817764522,-11.9886199,-77.0086344
817764527,-11.9881567,-77.0090595
817764549,-11.9867481,-77.0067828
817764562,-11.9876268,-77.0075275
817764565,-11.988252,-77.008226
817764577,-11.9887597,-77.007856
817771060,-11.9865544,-77.0046425
817771064,-11.9859965,-77.0044225
817771078,-11.9871509,-77.0043645
817771080,-11.9861113,-77.0039371
817771088,-11.9869847,-77.0048124
817771098,-11.9856999,-77.005611
817771101,-11.9861287,-77.0058086
817771105,-11.986542,-77.0060361
817771132,-11.9856531,-77.0037509
817771141,-11.9855738,-77.0060818
817776728,-11.9869223,-77.0063061
817776730,-11.9874764,-77.0048634
817776733,-11.9875916,-77.0045498
817776741,-11.9879143,-77.0050463
817776745,-11.9882164,-77.0042577
817776748,-11.988063,-77.004667
817776756,-11.9899691,-77.0054597
817778654,-11.9877765,-77.0040755
818630215,-11.9857131,-77.0133354
821378446,-12.0289131,-77.0108907
821378450,-12.0280244,-77.0102775
821378453,-12.0277091,-77.0095001
821378454,-12.0275722,-77.0088893
821378455,-12.02742,-77.0077883
821378456,-12.0273648,-77.0072741
821378457,-12.0273168,-77.0067693
821378462,-12.0308095,-77.0120447
821378463,-12.029767,-77.0117595
821378466,-12.0297995,-77.0089252
821378467,-12.0292821,-77.0090552
821378468,-12.0282298,-77.0093497
821378469,-12.0294413,-77.0095546
821378470,-12.0283892,-77.0098285
821378471,-12.0299344,-77.0105475
821378474,-12.0291613,-77.0085555
821378475,-12.0289821,-77.0070837
821378477,-12.0287579,-77.0055289
821378478,-12.028607,-77.0050328
821378479,-12.0291177,-77.0103741
821378482,-12.0303704,-77.0102193
821378491,-12.0308959,-77.0117048
821378493,-12.0301611,-77.0110747
821378495,-12.0306757,-77.0106837
821378497,-12.0307947,-77.0121506
821378500,-12.0312556,-77.0112908
821379495,-12.0277472,-77.0110075
821379496,-12.0279664,-77.0104272
821389356,-12.0284353,-77.0030415
821389357,-12.0279334,-77.0032431
821389358,-12.0274756,-77.0034197
821389359,-12.0264449,-77.0038332
821389360,-12.025976,-77.0040294
821389362,-12.0269194,-77.0019821
821389363,-12.0272889,-77.0029371
821389364,-12.0276611,-77.0038991
821389365,-12.0279727,-77.0047044
821389366,-12.0267402,-77.003155
821389367,-12.0262674,-77.0033504
821389368,-12.0263633,-77.002206
821389369,-12.0261921,-77.0016925
821389370,-12.0273756,-77.0017983
821389371,-12.0272561,-77.0096022
821389375,-12.0261301,-77.0086994
821389376,-12.0257859,-77.0083679
821389377,-12.0246775,-77.0073121
821389378,-12.0269676,-77.0079587
821389381,-12.0253772,-77.0095441
821389382,-12.0271228,-77.0041156
821389383,-12.0274162,-77.0048962
821389384,-12.0276021,-77.005392
821389388,-12.0284238,-77.0045333
821389389,-12.0266231,-77.0043165
821389390,-12.0295118,-77.0070184
821389391,-12.0285097,-77.0071391
821389392,-12.0268875,-77.0073301
821389395,-12.0273197,-77.010172
821389400,-12.0271068,-77.0089807
821389405,-12.0266638,-77.0056976
821389414,-12.0258663,-77.0022915
821389424,-12.0271037,-77.0055692
821389425,-12.0291273,-77.004846
821389429,-12.0257105,-77.0018477
821389430,-12.0239138,-77.0081441
821389432,-12.0272191,-77.0013575
821389433,-12.0264828,-76.9981408
821393410,-12.0255814,-77.004189
821393411,-12.0251276,-77.0043433
821393420,-12.0251191,-77.0077197
821393426,-12.0255606,-77.0060868
821393427,-12.0254472,-77.0056373
821393430,-12.0250861,-77.0032558
821393431,-12.02507,-77.0028365
821393439,-12.026223,-77.0058521
821393440,-12.026501,-77.0052618
821393441,-12.0260489,-77.0054229
821398570,-12.0260315,-76.998248
821398571,-12.0261507,-76.9987578
821398573,-12.0263634,-76.999668
821398579,-12.0265946,-76.9959753
821398582,-12.0245453,-76.9966437
821398584,-12.0169818,-76.9990963
821398593,-12.0268662,-76.9974987
821398595,-12.0248157,-76.9979956
821398598,-12.026976,-76.9980232
821398602,-12.02494,-76.9984955
821398606,-12.0233198,-76.9988566
821398621,-12.0270934,-77.0009322
821398624,-12.0269844,-77.0004996
821398626,-12.0259602,-77.0007337
821398636,-12.0267947,-76.9995721
821398639,-12.0257669,-76.9998164
821398645,-12.025551,-76.9989019
821398647,-12.0250671,-76.9990182
821398659,-12.02606,-77.0011712
821398676,-12.0246389,-77.00517
821398679,-12.024847,-77.0058511
821398693,-12.0259563,-76.9917297
821398702,-12.0260436,-76.9956478
821398706,-12.0259236,-76.9907793
821398709,-12.0258057,-76.9886864
821398715,-12.0255098,-76.9867152
821402813,-12.0240554,-76.9968042
821402814,-12.0244502,-76.9986069
821402815,-12.0250879,-77.00152
821402816,-12.0249656,-77.0009773
821402817,-12.0248672,-77.0005134
821402818,-12.0233751,-77.0013565
821402819,-12.0274095,-76.9999343
821402820,-12.0268924,-77.0000419
821402821,-12.025865,-77.0002706
821402822,-12.0253796,-77.0003925
821402824,-12.023124,-77.0008335
821411471,-12.0278568,-77.0066885
821411475,-12.0277586,-77.0058765
821411476,-12.0283189,-77.0056816
821411478,-12.0284426,-77.0066264
821411577,-12.028118,-77.0088423
821411579,-12.0287107,-77.0086747
821411581,-12.0285759,-77.007645
821411583,-12.0279696,-77.0077202
821422680,-12.0220203,-77.0063751
821422682,-12.0223537,-77.0060188
821422689,-12.0226141,-77.005267
821422697,-12.0234924,-77.0024572
821422699,-12.0231721,-77.0053636
821422701,-12.0194837,-77.0023044
821422710,-12.0242127,-77.0026314
821422716,-12.0247134,-77.0028546
821422720,-12.0206979,-77.0042376
821422728,-12.0203502,-77.0031068
821422755,-12.019973,-77.0043298
821422769,-12.0221852,-77.0049913
821454967,-12.0201371,-77.0020351
821454970,-12.0202251,-77.0014558
821454971,-12.0204668,-76.9995634
821454973,-12.020506,-76.9992774
821454976,-12.020705,-76.9989735
821454985,-12.0205951,-76.997924
821454990,-12.021176,-76.9977322
821454999,-12.0209685,-76.9996227
821455001,-12.0208065,-77.0010396
821455003,-12.0207356,-77.0015234
821455005,-12.0206558,-77.0020966
821455011,-12.0223826,-77.0033299
821455014,-12.0247276,-77.0020421
821455016,-12.022555,-77.0017475
821455024,-12.0189669,-77.0016457
821455026,-12.0180451,-77.0019861
821455042,-12.0226126,-77.0012595
821455049,-12.0226685,-77.0007868
821455053,-12.0224868,-77.0023257
821518845,-12.0232634,-77.0068849
821518853,-12.0208097,-77.0052121
821518880,-12.0199631,-76.9905713
821518896,-12.0197558,-76.9982044
821518903,-12.0218381,-76.9997232
821518906,-12.0218926,-76.9992267
821518913,-12.0216709,-76.9980814
821518920,-12.0212169,-76.9990988
821518936,-12.018625,-77.0007234
821518938,-12.0183129,-76.9997475
821518939,-12.0179893,-76.9987792
821518953,-12.0243369,-76.9981466
821518955,-12.0238807,-76.9982496
821518958,-12.0232568,-76.9984059
821518963,-12.0235277,-76.9960266
821518966,-12.0236095,-76.9969471
821518968,-12.0236818,-76.9974457
821518973,-12.0223059,-76.9997799
821518975,-12.0227804,-76.9998375
821518980,-12.0230269,-76.9976527
821518982,-12.0225661,-76.9977984
821518983,-12.0221204,-76.9979393
821518985,-12.02133,-76.9981892
821519010,-12.0233014,-76.9993743
821519012,-12.0240813,-76.9991873
821519015,-12.0245439,-76.9990764
821519019,-12.0231873,-77.0003558
821519025,-12.0244219,-77.0006124
821519029,-12.0243102,-77.000145
821519046,-12.0208671,-77.0005194
821519050,-12.020371,-77.0002555
821519054,-12.0177028,-77.0010222
821519060,-12.0221648,-76.9964196
821519062,-12.022425,-76.99734
821519065,-12.0228579,-76.9988687
821519093,-12.0255875,-77.0013684
821529063,-12.0255082,-76.9922229
821529064,-12.0255403,-76.9932841
821529065,-12.0255564,-76.9938168
821529067,-12.0256016,-76.9953117
821529073,-12.0244073,-76.9933237
821529074,-12.0247944,-76.9893803
821529075,-12.0248699,-76.9914377
821529076,-12.0248821,-76.9917713
821529080,-12.0259671,-76.9922153
821529083,-12.0264764,-76.9917095
821529092,-12.0249745,-76.9943733
821529093,-12.024442,-76.9943964
821529095,-12.0265258,-76.9937895
821529097,-12.0260025,-76.9938042
821529098,-12.0244219,-76.9938487
821529100,-12.0221343,-76.9939136
821529104,-12.0249902,-76.9954625
821529107,-12.0250065,-76.9959317
821529108,-12.0250565,-76.9964742
821529109,-12.0265695,-76.99548
821529115,-12.0260328,-76.9951636
821529121,-12.0223158,-76.9914729
821529127,-12.0221132,-76.9959299
821529141,-12.0243641,-76.9914551
821543154,-12.0233985,-76.9917987
821543160,-12.0234348,-76.9934094
821543170,-12.0238928,-76.9917888
821543174,-12.0227092,-76.9918124
821543303,-12.0225837,-76.9957746
821543309,-12.0225902,-76.9943773
821543320,-12.0225911,-76.9939003
821543324,-12.0225887,-76.9934255
821543349,-12.0227999,-76.9914824
821543360,-12.0235077,-76.9955522
821543371,-12.0239573,-76.9943435
821543373,-12.0234893,-76.994358
821543375,-12.0239335,-76.9934023
821543386,-12.0255727,-76.9943551
821543396,-12.0239451,-76.9938622
821543409,-12.0222808,-76.9968848
821543412,-12.0235614,-76.9964607
821543414,-12.024007,-76.9963138
821543415,-12.0244828,-76.9961699
821565204,-12.0277379,-77.0011859
821565291,-12.0307351,-77.0106382
821565293,-12.0304253,-77.0101786
821565309,-12.0295843,-77.0070095
821565323,-12.0291867,-77.0048193
821565325,-12.028493,-77.0030167
821565344,-12.0270685,-76.998001
821565353,-12.0266776,-76.9959665
821593041,-12.0244068,-76.9861448
821593042,-12.024398,-76.986678
821593044,-12.024643,-76.9882096
821593050,-12.0230551,-76.9907777
821593055,-12.0243451,-76.9908235
821593057,-12.0233332,-76.9861258
821593065,-12.0235147,-76.9878364
821593070,-12.0237205,-76.9889138
821593076,-12.0237862,-76.9903606
821593108,-12.0253586,-76.9893269
821593114,-12.0242731,-76.9894307
821593135,-12.0250232,-76.9866989
821593148,-12.0252656,-76.9881371
821593152,-12.02533,-76.9887319
821593158,-12.0254501,-76.9907906
821593166,-12.023011,-76.9888873
821593167,-12.0234466,-76.9889281
821593170,-12.0242333,-76.9888593
821593195,-12.02414,-76.9882729
821593349,-12.0231823,-76.9903847
821593351,-12.0243195,-76.9903464
821593370,-12.0248651,-76.991307
821593372,-12.0243571,-76.9913282
821593377,-12.0228341,-76.9913665
821593380,-12.0223598,-76.9913258
821593521,-12.0252817,-77.0019911
821623559,-12.0253477,-76.9856305
821623569,-12.0250926,-76.9842389
821623599,-12.0254821,-76.9836737
821623609,-12.0242379,-76.9838389
821623621,-12.0237279,-76.9837529
821623643,-12.0232627,-76.983671
821623650,-12.022755,-76.9835788
821623691,-12.0254034,-76.983201
821623699,-12.0243155,-76.9833672
821623741,-12.0238435,-76.9827175
821623789,-12.0234044,-76.9856003
821623927,-12.0229454,-76.9855744
821623929,-12.023954,-76.9856135
821623933,-12.0248771,-76.9856251
821623937,-12.025828,-76.985649
821623962,-12.0255661,-76.9841441
821623969,-12.0246131,-76.9843274
821623991,-12.0241591,-76.9843082
821624072,-12.0260326,-76.9867327
821624178,-12.0261161,-76.9867355
821641464,-12.0228808,-76.9861192
821664556,-12.0314385,-77.0122951
821664609,-12.0292505,-77.0119978
821664624,-12.026436,-77.0108202
821664633,-12.0258011,-77.015526
821664660,-12.0290593,-77.0149784
821687829,-12.0232819,-77.0104952
821687832,-12.0220229,-77.009315
821687852,-12.0241948,-77.0107473
821687856,-12.0229402,-77.0126161
821687859,-12.0228482,-77.0121462
821687892,-12.0231839,-77.0118595
821687898,-12.0211854,-77.0120242
821687899,-12.0207097,-77.0119779
821687900,-12.0205717,-77.0119621
821687909,-12.021652,-77.010417
821687915,-12.0212891,-77.0110975
821687916,-12.0212435,-77.0115581
821687919,-12.0228518,-77.0115468
821687921,-12.0224465,-77.0111652
821687923,-12.0213103,-77.0101003
821687955,-12.0206518,-77.0124579
821687958,-12.0205174,-77.0124429
821687972,-12.0229372,-77.0083067
821687991,-12.0231639,-77.0078885
821687992,-12.0214181,-77.0097733
821688005,-12.0206844,-77.011025
821688007,-12.0206265,-77.0114888
821754706,-12.0135675,-77.0051158
821754710,-12.0136477,-77.0046162
821754715,-12.0137022,-77.0041899
821754744,-12.0137528,-77.0037844
821754757,-12.0138087,-77.002741
821754777,-12.0148054,-77.0036446
821754788,-12.014432,-77.0036895
821754804,-12.014838,-77.0040345
821754831,-12.0148669,-77.0045196
821754835,-12.0153412,-77.0044679
821754890,-12.015371,-77.0049432
821754929,-12.0145367,-77.0055719
821754934,-12.0145883,-77.0062913
821754937,-12.0146162,-77.0068532
821754942,-12.0146607,-77.0075132
821754951,-12.0155027,-77.0067656
821754971,-12.0143632,-77.0027162
821754976,-12.0147319,-77.0026858
821754980,-12.015229,-77.0026621
821755035,-12.0136427,-77.007591
821755043,-12.0141823,-77.0075506
821755047,-12.0155305,-77.0074562
821755071,-12.0141993,-77.0082549
821755074,-12.0148781,-77.0083296
821755086,-12.0135598,-77.0063699
821755091,-12.0135961,-77.0069876
821755112,-12.0141172,-77.006335
821755140,-12.0125318,-77.009705
821755144,-12.0130147,-77.0097483
821755148,-12.0134679,-77.0097886
821755152,-12.0141936,-77.0098576
821755180,-12.0125967,-77.0091152
821755182,-12.0131329,-77.0091739
821755183,-12.0141874,-77.0092764
821755187,-12.0127394,-77.0079737
821755194,-12.0132832,-77.0080302
821755204,-12.0142036,-77.0080424
821755209,-12.0149158,-77.0079814
821755214,-12.0155557,-77.0079379
821755224,-12.0132061,-77.0086483
821755244,-12.0141928,-77.0087615
821755291,-12.0154126,-77.0055052
821755295,-12.015875,-77.0054659
821755297,-12.0168688,-77.0053709
821755324,-12.0177465,-77.0031451
821755340,-12.0161516,-77.002601
821755345,-12.0156863,-77.0026353
821755354,-12.0129208,-77.0105518
821755356,-12.0128621,-77.0110169
821755359,-12.012806,-77.0114909
821755370,-12.0141943,-77.0107044
821755392,-12.0133747,-77.0106092
821755466,-12.0154674,-77.0062065
821755500,-12.0159551,-77.0085919
821755503,-12.0175402,-77.0092078
821755523,-12.0160488,-77.0082234
821755526,-12.0164139,-77.0083814
821755529,-12.0168464,-77.0085681
821755537,-12.0175511,-77.0088178
821755551,-12.0164009,-77.0061202
821755582,-12.0159375,-77.0061665
821755585,-12.0168957,-77.0060673
821755615,-12.0174218,-77.0101907
821755635,-12.0156895,-77.009527
821755640,-12.0152863,-77.0088577
821755652,-12.0148261,-77.0087957
821755656,-12.0146042,-77.0107522
821755659,-12.0145472,-77.0112292
821755663,-12.0144853,-77.011696
821755675,-12.0157584,-77.0089813
821755703,-12.0174783,-77.0097197
821755774,-12.0175605,-77.0078507
821755779,-12.0173672,-77.0106191
821755782,-12.0173137,-77.0110852
821755786,-12.0172629,-77.0115593
821755788,-12.0172047,-77.0120339
821755831,-12.0155898,-77.0103833
821755847,-12.0155277,-77.0108672
821755880,-12.0202787,-77.0051339
821755910,-12.0194179,-77.0052971
821755911,-12.0190852,-77.0054779
821755917,-12.0185164,-77.0058392
821755921,-12.0182051,-77.0060464
821755929,-12.0178307,-77.0062954
821755964,-12.0176094,-77.0069577
821755969,-12.0178912,-77.0073061
821756002,-12.0169716,-77.0078709
821756112,-12.0173985,-77.0047046
821756116,-12.0168461,-77.0046409
821756125,-12.0158091,-77.0045149
821756176,-12.0169558,-77.0074844
821756212,-12.0178483,-77.002838
821756215,-12.0176435,-77.003481
821756241,-12.018684,-77.0076734
821756258,-12.0189756,-77.0080355
821756278,-12.0184287,-77.0064079
821756288,-12.0192995,-77.0076941
821756301,-12.0186998,-77.0062288
821756322,-12.0204752,-77.0072735
821756379,-12.0188069,-77.0107545
821756410,-12.0193569,-77.0085171
821756412,-12.0196903,-77.008153
821756414,-12.0200307,-77.0077693
821756417,-12.0201528,-77.0076304
821756423,-12.0210924,-77.0066091
821756429,-12.0214136,-77.0062585
821756457,-12.0197652,-77.0072309
821756480,-12.0177061,-77.0120995
821756483,-12.0177655,-77.0116138
821756488,-12.0178157,-77.0111468
821756523,-12.0183514,-77.0106914
821756587,-12.0210641,-77.009453
821756592,-12.0207484,-77.0097904
821756611,-12.0202165,-77.0109629
821756633,-12.0217606,-77.0094098
821756678,-12.0222347,-77.0088793
821756694,-12.0224611,-77.0086363
821756744,-12.0178797,-77.0106284
821756847,-12.0228432,-77.0082225
821789681,-12.0122534,-77.0120327
821789688,-12.0127373,-77.0120909
821789691,-12.012547,-77.0134646
821789692,-12.0126105,-77.0130722
821789694,-12.0126768,-77.0125651
821789705,-12.0131079,-77.0019241
821789711,-12.0129692,-77.0051341
821789713,-12.0129053,-77.0056405
821789716,-12.0128315,-77.0062639
821789721,-12.011987,-77.0133365
821789741,-12.0235274,-77.0137062
821789773,-12.0215851,-77.0131753
821789775,-12.0211351,-77.0131201
821789778,-12.0207749,-77.0130773
821789783,-12.0186907,-77.0128193
821789788,-12.0168545,-77.0125962
821789798,-12.0253491,-77.0132356
