nodo_id,latitud,longitud
824310844,-11.9640141,-77.0002946
824310846,-11.9644495,-76.999835
824310848,-11.9648469,-76.9995259
824310850,-11.9658054,-76.9983318
824310854,-11.9667414,-76.9972218
824310856,-11.9654094,-76.9979878
824310860,-11.965704,-77.0004495
824310863,-11.9661277,-77.0007194
824310865,-11.9665275,-77.0009765
824310869,-11.965593,-77.0015681
824310870,-11.9659795,-77.0018475
824310872,-11.966028,-76.9998648
824310873,-11.964779,-77.0019379
824310874,-11.9670127,-77.0001443
824310877,-11.9665328,-77.0000135
824345657,-11.9693577,-77.0059876
824345659,-11.9688075,-77.0068618
824345660,-11.9685049,-77.0073326
824345662,-11.968187,-77.0078369
824345669,-11.9674017,-77.0065987
824345677,-11.9582503,-77.0045763
824345681,-11.9574139,-77.0030534
824345692,-11.9567397,-76.9992725
824345702,-11.967146,-77.0058893
824345713,-11.968604,-77.0114237
824345714,-11.9670492,-77.0104441
824345730,-11.9568703,-77.0012993
824345745,-11.9678172,-77.0049986
824345747,-11.9682251,-77.0052645
824345749,-11.9698237,-77.0062945
824345751,-11.9703814,-77.0066589
824345755,-11.9668253,-77.0075766
824345758,-11.9670691,-77.0071507
824345759,-11.967676,-77.0061515
824345763,-11.9700444,-77.0096444
824345764,-11.9689401,-77.0089155
824345766,-11.9683522,-77.008557
824345768,-11.9663844,-77.0072999
824345776,-11.9686405,-77.008133
824345783,-11.969251,-77.0071684
824345800,-11.9714829,-77.0082483
824345811,-11.9701304,-77.0058445
824345814,-11.9703094,-77.0085736
824345816,-11.9715034,-77.0067179
824345830,-11.9681208,-77.0042911
824345909,-11.9708603,-77.0091245
824349679,-11.9652272,-77.0091412
824349692,-11.9651563,-77.0090979
824351672,-11.9645287,-77.0019147
824351682,-11.9634835,-77.003577
824374658,-12.0247725,-76.9790125
824374675,-12.0246552,-76.9688529
824374680,-12.024496,-76.9681258
824374696,-12.0208949,-76.9595621
824374697,-12.0243609,-76.9681673
824374711,-12.0208249,-76.9587411
824374757,-12.0240107,-76.9774565
824374764,-12.0244157,-76.9785725
825421656,-12.0229169,-76.9658636
825421659,-12.0222241,-76.966147
825421673,-12.0234921,-76.9672464
825421676,-12.0228107,-76.9675263
825421680,-12.0227051,-76.9672533
825421681,-12.0216507,-76.9675667
825421683,-12.021809,-76.9682078
825421686,-12.0229222,-76.967892
825421723,-12.0216951,-76.9647975
825421724,-12.0218652,-76.9652046
825421734,-12.0220424,-76.9656075
825421735,-12.0220485,-76.9657147
825421736,-12.0230582,-76.9685263
825421737,-12.023248,-76.9692324
825421738,-12.0232777,-76.9695416
825421750,-12.0220884,-76.9641175
825421751,-12.0222699,-76.9645518
825421752,-12.0224316,-76.9649476
825421753,-12.0226235,-76.9653662
825421755,-12.0227375,-76.9654186
825421759,-12.0238791,-76.9682938
825421765,-12.0241,-76.9696874
825421778,-12.0226292,-76.9638872
825421782,-12.0228072,-76.9643183
825421789,-12.0229676,-76.9647196
825421805,-12.0183002,-76.9662818
825421812,-12.0205841,-76.9653128
825421819,-12.0180898,-76.9658111
825421823,-12.0203914,-76.9648591
825421826,-12.0179,-76.9653457
825421835,-12.0186296,-76.9638962
825421837,-12.0188447,-76.9643877
825421841,-12.0174885,-76.9643616
825421843,-12.0197657,-76.9634157
825421860,-12.0169577,-76.9678752
825421861,-12.0209459,-76.9661862
825421862,-12.0231861,-76.9652331
825421866,-12.0222406,-76.9629307
825421869,-12.019969,-76.9638887
825421871,-12.017697,-76.964848
825421874,-12.0160238,-76.965586
825421877,-12.0157672,-76.963102
825421878,-12.0167855,-76.9626649
825421879,-12.0190672,-76.9617015
825421882,-12.0213565,-76.9607333
825421891,-12.0181489,-76.9659558
825421892,-12.0186304,-76.9670454
825421901,-12.0164774,-76.9666709
825421909,-12.0231898,-76.9723897
825421912,-12.0243942,-76.9724941
825421916,-12.0244247,-76.9721456
825421920,-12.0231606,-76.9727628
825421928,-12.0249375,-76.9737823
825421929,-12.02472,-76.976432
825421939,-12.0231529,-76.9651497
825421941,-12.0209079,-76.9660987
825421942,-12.0169244,-76.9677948
825421952,-12.0218203,-76.9741857
825421957,-12.0201935,-76.9739811
825421960,-12.0195272,-76.9738291
825421965,-12.0200556,-76.9746961
825421966,-12.0219631,-76.9688084
825421973,-12.0198271,-76.9700609
825421978,-12.0183778,-76.9709128
825421995,-12.0243621,-76.9728624
825422009,-12.018253,-76.959656
825422022,-12.0217225,-76.9672337
825422031,-12.0221292,-76.9702564
825422037,-12.022057,-76.9711351
825422038,-12.0219734,-76.9722333
825422039,-12.0218765,-76.9734509
825422041,-12.0216678,-76.9755751
825422051,-12.0242972,-76.9736595
825422052,-12.0244552,-76.9736745
825422053,-12.0254014,-76.9738251
825422059,-12.0244955,-76.9713348
825422106,-12.0241047,-76.9761039
825422163,-12.0089845,-76.9613282
825422166,-12.0147206,-76.9638742
825422170,-12.0189224,-76.9722629
825422173,-12.0190606,-76.9741509
825422176,-12.0193803,-76.9749748
825426872,-12.0208714,-76.9674558
825426876,-12.0204362,-76.9664042
825426878,-12.0200499,-76.9679499
825426879,-12.0196671,-76.9682686
825426882,-12.0196489,-76.968427
825426884,-12.0193881,-76.9688062
825426893,-12.0181482,-76.9682722
825426894,-12.0178512,-76.9675016
825426898,-12.0186979,-76.9671476
825426914,-12.0144684,-76.9648461
825426917,-12.0122127,-76.9638491
825426934,-12.0191573,-76.9669511
825426935,-12.0195674,-76.9667758
825427930,-12.0154587,-76.9611221
825427931,-12.0137614,-76.9603679
825427936,-12.011269,-76.9601756
825427937,-12.0109206,-76.9609326
825427938,-12.0104742,-76.9619901
825427940,-12.0105208,-76.9657067
825427942,-12.0114037,-76.9650421
825427943,-12.0119714,-76.9643503
825427944,-12.0126091,-76.9629406
825427945,-12.0130649,-76.9619008
825427946,-12.0134081,-76.9611242
825427947,-12.0118508,-76.9656583
825427948,-12.0100233,-76.9633171
825427961,-12.0139497,-76.9667272
825427965,-12.016025,-76.9681632
825427966,-12.016901,-76.9651888
825427968,-12.0152499,-76.9619112
825429959,-12.0156974,-76.9673606
825429963,-12.0142932,-76.9655489
825429985,-12.0162731,-76.9628725
825429993,-12.0189708,-76.9706388
825430016,-12.0192501,-76.958573
825430042,-12.0164691,-76.9616916
826000722,-12.0191661,-76.952732
826000754,-12.019189,-76.9588833
826000755,-12.0186978,-76.9594551
826000757,-12.0171256,-76.9603089
826000764,-12.0195259,-76.9615066
826000765,-12.0202251,-76.9611985
826000766,-12.0192185,-76.9607123
826000768,-12.0198919,-76.9604215
826000769,-12.0193004,-76.9590311
826000772,-12.0187565,-76.9609229
1273449248,-12.0053699,-77.0182441
1273450972,-11.9680725,-77.0122704
1273456284,-12.0178565,-77.002704
1273457474,-12.0093303,-76.9789012
1273459397,-11.9502186,-76.9843757
1273461254,-12.0054837,-77.0172212
1273462991,-12.018334,-76.9857542
1273463039,-11.9720043,-77.0158998
1273465490,-11.9802644,-76.9925192
1273466128,-12.0180224,-76.9860876
1273471252,-11.9506488,-77.0047333
1273471334,-12.0179499,-77.002018
1273471776,-12.0307845,-77.016896
1273475158,-11.9998626,-77.0164088
1273484054,-12.0057508,-77.0168842
1273486049,-12.0055176,-77.018692
1273487560,-11.9571171,-76.9776722
1273487606,-12.0286011,-77.0125498
1273491168,-11.9714011,-77.0112933
1273497193,-11.9519705,-77.0055621
1273499199,-12.0275527,-77.0128642
1273499346,-11.9535934,-77.0035598
1273501093,-12.0266133,-77.0220632
1273502059,-11.9936438,-77.0039888
1273506997,-11.9975596,-77.0180417
1273508695,-11.9972161,-77.0178952
1273510910,-11.9662654,-77.0014237
1273521807,-12.0131271,-76.9838946
1273522263,-12.0116742,-77.0186566
1273522342,-12.0063725,-77.0203011
1273524216,-12.0044165,-77.0163642
1273525319,-12.0191094,-76.9855238
1273527407,-11.9514562,-77.0038786
1273530616,-12.0225743,-76.9768655
1273530889,-11.9594865,-77.0023758
1273536571,-11.9973879,-77.0164856
1273542101,-12.0162265,-77.0035882
1273542647,-12.0030441,-77.00686
1273544202,-12.0065465,-77.017937
1273548111,-12.0273402,-77.0143402
1273552329,-11.9511537,-77.0050232
1273552892,-12.0201184,-76.9629164
1273553263,-11.9408363,-76.9826496
1273553694,-12.0246638,-76.9823162
1273556895,-12.0230547,-77.0120719
1273561493,-12.0231607,-76.9773937
1273562250,-12.0033393,-77.0073506
1273567644,-12.0112161,-77.019218
1273574437,-12.0096833,-77.0176314
1273579330,-11.9411371,-76.9828614
1273580948,-11.9988009,-77.0165062
1273589079,-12.0054291,-77.0165661
1273590568,-12.0053442,-77.0181697
1273591359,-11.9343794,-76.9737291
1273591844,-12.0088035,-76.984097
1273593212,-11.936803,-76.9645
1273600710,-11.9686361,-77.0113199
1273609603,-12.0283889,-77.0172127
1273613685,-12.0158465,-76.988435
1273619116,-12.0280973,-77.0165628
1273621457,-11.9503449,-77.0052653
1273623151,-11.98914,-77.0187568
1273624124,-11.9514621,-77.0044802
1273632016,-12.012719,-76.9841566
1273632227,-11.9531761,-77.0074551
1273634161,-11.9697522,-77.00464
1273634162,-12.0026029,-77.0187408
1273634786,-12.019724,-76.9548971
1273635146,-11.9531979,-77.0041989
1273636322,-12.0241489,-77.001949
1273642124,-12.0198366,-76.9622832
1273644217,-12.0243793,-76.9917791
1273646852,-11.9386643,-76.9801133
1273649090,-11.9514869,-77.0063706
1273649710,-12.0256358,-77.0102154
1273649770,-12.0128304,-76.9819706
1273650748,-11.9727286,-77.0084428
1273651304,-12.0198664,-76.9863348
1273653284,-12.0061686,-77.0194614
1273661118,-12.0093301,-77.017111
1273664739,-11.9575591,-77.0068586
1273668167,-11.9972435,-77.0168447
1273671699,-12.0202541,-76.9851397
1273674074,-11.9519998,-77.0042347
1273674564,-11.9600328,-77.0005681
1273675209,-12.0135883,-76.9867104
1273677844,-12.0112916,-76.9848732
1273679011,-11.9308601,-76.9905209
1273679086,-12.0074513,-76.97487
1273683186,-11.9497155,-77.0056509
1273683381,-11.9439135,-76.9774713
1273686834,-12.0243067,-77.016244
1273687218,-11.9517621,-77.0033516
1273688386,-12.0108974,-77.0181065
1273689985,-11.9986558,-77.0168362
1273690940,-11.9545206,-77.0041433
1273691353,-12.0098618,-76.9789971
1273691668,-12.0123974,-76.9986564
1273691954,-12.0050541,-77.0177844
1273694704,-12.0265216,-77.0213371
1273694859,-12.0121729,-77.0193221
1273696249,-12.0228484,-76.9606938
1273696920,-11.959025,-76.9843146
1273698238,-11.9602181,-77.0014932
1273699803,-12.0297332,-77.0162072
1273704423,-12.0287479,-77.0188338
1273705628,-12.0295849,-77.0148558
1273705825,-11.9456259,-76.9877983
1273710379,-12.0240292,-77.0014311
1273711044,-12.0159327,-76.9611155
1273711081,-12.0292213,-77.0162655
1273712121,-12.0265534,-77.0174186
1273712690,-11.9526105,-77.0038287
1273712717,-11.9534026,-77.005167
1273712833,-12.0159256,-76.986019
1273715586,-12.0226603,-76.9779633
1273715759,-12.0171829,-76.9635883
1273716229,-11.9982155,-77.003372
1273716633,-11.9613653,-77.0026611
1273722353,-12.0181014,-77.0021613
1273723842,-11.9643113,-77.0161016
1273723902,-12.0270507,-77.0123674
1273734508,-12.0266921,-77.0212626
1273737063,-12.0220667,-76.9605195
1273738911,-12.0241392,-77.0170074
1273740774,-11.9668827,-77.0016175
1273742675,-12.0268411,-77.0211834
1273742907,-12.0047118,-77.0160035
1273742992,-11.9512206,-77.0061996
1273745952,-11.9495998,-77.0070173
1273747273,-12.0190248,-76.9648756
1273749978,-12.0030721,-77.0062453
1273752939,-12.0079925,-76.9927318
1273753188,-12.0112812,-76.9823417
1273754714,-11.9539489,-77.0055138
1273754789,-12.0254843,-77.0175456
1273755945,-11.960838,-77.002324
1273762094,-12.01166,-77.0173581
1273763899,-11.9414578,-76.9785275
1273765050,-11.9550786,-77.0036415
1273767394,-11.9941192,-77.0039738
1273767820,-11.9562401,-76.9953823
1273768987,-12.0087702,-77.0174848
1273773363,-12.0114395,-77.0176111
1273784009,-11.9824362,-76.9767888
1273785698,-12.0105994,-77.0182959
1273786745,-11.9504925,-77.0061333
1273788157,-12.0227114,-76.9602755
1273788554,-11.992087,-77.016719
1273789057,-12.0343253,-77.013054
1273790161,-12.0197007,-77.0052067
1273794567,-11.9363386,-76.9655648
1273796664,-12.0057424,-77.0195755
1273797074,-11.9975465,-77.0161278
1273800272,-11.9561711,-77.0033482
1273802252,-11.9975249,-77.0063724
1273804162,-11.9634954,-76.9980215
1273804390,-12.0159916,-77.0036115
1273808418,-12.0260245,-77.017473
1273809628,-12.0135034,-76.9836561
1273813179,-11.9546393,-77.0050678
1273813435,-11.9504738,-77.0050416
1273815975,-12.0108301,-76.9777144
1273817922,-12.0174104,-76.9873051
1273818848,-11.9500143,-77.0058439
1273820028,-12.0047791,-77.0166481
1273822505,-12.0170944,-76.9614324
1273826907,-12.0066615,-77.0183806
1273827237,-11.9531244,-77.0062554
1273828133,-12.0265443,-77.0134367
1273828167,-12.0104428,-77.0036996
1273829674,-11.9940214,-77.0131364
1273830383,-12.0196782,-76.9585482
1273831064,-11.9469556,-77.0083389
1273832355,-12.0088666,-76.9799084
1273833493,-12.0122763,-77.0191028
1273834336,-11.9984557,-77.0183095
1273835095,-11.9586783,-76.9958034
1273836308,-11.9506479,-77.0058527
1273846925,-12.0094527,-76.9967663
1273847291,-12.0103118,-76.9813233
1273847539,-12.0176165,-76.9614422
1273848456,-12.0036007,-77.0174702
1273850494,-12.0274323,-77.011747
1273851544,-11.998328,-77.0080026
1273852075,-12.028413,-77.0199108
1273853367,-12.0277254,-77.0184815
1273863394,-12.0256794,-77.0118177
1273865281,-12.0242131,-77.0014507
1273866240,-11.9500479,-77.0068983
1273867009,-12.0068928,-77.0192815
1273868985,-11.9601412,-76.9997702
1273869976,-12.0077713,-76.9745277
1273870706,-12.0134972,-76.9820259
1273874661,-12.0226987,-76.9773596
1273875288,-12.0096379,-77.016886
1273875862,-12.0268706,-77.0109594
1273877931,-12.0231118,-76.9779948
1273880493,-11.9979013,-77.0186626
1273882565,-12.0124727,-76.9822957
1273885515,-12.0046822,-77.0174815
1273889006,-11.9436237,-76.9772703
1273889577,-12.0266769,-77.0169256
1273890803,-11.9559055,-77.0031796
1273891951,-12.0025844,-77.0182785
1273892001,-12.0163372,-76.9891537
1273892533,-11.9528978,-77.0040109
1273892563,-11.9539757,-77.0042588
1273892733,-12.0127806,-76.9826722
1273893750,-11.9420486,-76.9789337
1273894093,-11.9825683,-76.9974193
1273894359,-11.9808938,-76.9922723
1273894366,-12.0157504,-77.0036304
1273896380,-12.0058507,-77.0175557
1273897383,-11.9725298,-77.0161168
1273898796,-11.9542322,-77.0056892
1273899852,-12.0102939,-76.9833135
1273900242,-12.018364,-76.9864169
1273918545,-11.9811142,-76.9778807
1273929521,-12.0059348,-77.0185746
1273929875,-12.0109479,-76.9807008
1273930300,-11.9528589,-77.0060865
1273931952,-12.0113399,-77.0031537
1273935543,-11.9605497,-77.0009704
1273943418,-11.9522719,-77.0057454
1273944445,-12.013178,-76.9816546
1273945209,-12.0123276,-77.0189867
1273946146,-12.0271093,-77.0129132
1273947187,-11.9805312,-77.0199751
1273947545,-11.9982856,-77.0188478
1273948976,-11.9563264,-76.996034
1273951797,-11.9528225,-77.0072333
1273954685,-11.9514208,-77.0051957
1273957970,-11.9522806,-77.0044033
1273962350,-12.0176223,-77.0010502
1273963238,-12.0167569,-76.987181
1273963782,-12.0274096,-77.0115151
1273964884,-12.0276552,-77.0172908
1273965966,-12.0278582,-77.0116982
1273967967,-11.9500522,-77.005089
1273968950,-12.0250572,-77.0024998
1273972487,-11.9506017,-77.0072467
1273972908,-12.0033376,-77.006677
1273973198,-12.0067735,-77.0188134
1273974224,-12.0259343,-76.9861822
1273974382,-11.9510617,-77.0064737
1273974419,-11.9863264,-76.9948268
1273974904,-11.9598577,-76.9995907
1273977429,-12.009118,-76.9844734
1273977942,-11.951737,-77.0046587
1273977974,-11.9584587,-77.0003559
1273978268,-11.9977444,-77.0033931
1273978296,-11.9586355,-77.0050374
1273978730,-12.0119871,-76.9796961
1273979734,-11.9686766,-76.9844328
1273982316,-12.0030734,-77.0177025
1273982326,-12.0235032,-76.978503
1273983397,-11.9989279,-77.0161825
1273984559,-12.0110267,-76.9787237
1273986098,-12.0119185,-76.9817232
1273986558,-12.0279971,-77.0156182
1278938940,-12.0369471,-77.0132622
1278939002,-12.0371396,-77.0132234
1278939009,-12.0284819,-77.0116199
1278939035,-12.0367151,-77.0136811
1278939086,-12.0320561,-77.0123001
1278939089,-12.0284858,-77.0114379
1278939158,-12.0300322,-77.0111602
1278939165,-12.0322351,-77.0120229
1278939205,-12.0283581,-77.0116045
1278939231,-12.0264869,-77.0107628
1279155711,-12.0257986,-77.0069788
1279155759,-12.0249702,-77.0062954
1279155767,-12.0265642,-77.00686
1279155771,-12.0267818,-77.0062053
1279155780,-12.0244347,-77.0044115
1279155792,-12.0232226,-77.0078201
1279155796,-12.0258122,-77.0090651
1279155813,-12.0268368,-77.006758
1279155817,-12.02545,-77.0080427
1302759059,-11.9857386,-77.0149696
1302759062,-11.9867668,-77.0150963
1302759069,-11.9890695,-77.0153377
1302759081,-11.983156,-77.0109914
1302759084,-11.9856971,-77.0123072
1302759087,-11.9901771,-77.0153608
1302759097,-11.9897735,-77.0108299
1302759099,-11.9830738,-77.0129169
1302759101,-11.9847089,-77.0068094
1302759103,-11.9902315,-77.0128551
1302759105,-11.9869015,-77.0116929
1302759115,-11.989984,-77.0153904
1302759117,-11.9844777,-77.0074878
1302759123,-11.9831071,-77.0111265
1302759131,-11.9850597,-77.0098934
1302759141,-11.9870347,-77.0111647
1304306381,-11.9828474,-77.0118333
1304306391,-11.9824417,-77.0104434
1304306393,-11.9828932,-77.0117096
1306862536,-11.9935651,-77.0158747
1306862538,-11.99672,-77.0162025
1306862541,-11.9918169,-77.0197049
1306862542,-11.9843438,-77.0172919
1306862548,-11.993546,-77.0154893
1306862549,-11.9868969,-77.0209938
1306862555,-11.9891583,-77.0160976
1306862561,-11.9885965,-77.018798
1306862564,-11.9864044,-77.0168924
1306862569,-11.9840619,-77.0178828
1306862571,-11.9871209,-77.0219253
1306862573,-11.9925201,-77.0166965
1306862576,-11.9892214,-77.0185512
1306862588,-11.9939794,-77.0175809
1306862597,-11.9933361,-77.0191587
1306862598,-11.994776,-77.0171637
1306862600,-11.9950585,-77.0157636
1306862609,-11.9932947,-77.0173366
1306862612,-11.993107,-77.0183603
1306862620,-11.9873706,-77.0194319
1306862621,-11.9896948,-77.0165208
1306862622,-11.9950408,-77.01538
1306862625,-11.9875467,-77.0173282
1306862632,-11.985325,-77.0169893
1306862634,-11.9936055,-77.018225
1306862635,-11.9856068,-77.0183301
1306862639,-11.9889366,-77.0179065
1306862642,-11.9920153,-77.0159687
1306862643,-11.9919855,-77.01511
1306862645,-11.9846903,-77.0167415
1306862646,-11.9844887,-77.0177078
1306862654,-11.986879,-77.0205868
1306862657,-11.993631,-77.0166086
1306862670,-11.9960935,-77.0159331
1306862672,-11.994777,-77.0176699
1306862677,-11.9887123,-77.0166251
1306862678,-11.9897657,-77.0170944
1306862681,-11.9848046,-77.0171517
1306862684,-11.9943884,-77.0165545
1306862690,-11.9869599,-77.01946
1306862694,-11.9947568,-77.0180295
1306862703,-11.9947003,-77.018446
1306862719,-11.9938485,-77.0202269
1306862721,-11.9929438,-77.0186427
1306862722,-11.9878517,-77.0185222
1306862723,-11.9939257,-77.0154672
1306862726,-11.9890978,-77.0174563
1306862729,-11.9941572,-77.0201939
1306862730,-11.9935756,-77.019892
1306862732,-11.9943394,-77.0158142
1306862735,-11.9922856,-77.0192456
1306862738,-11.9935263,-77.0191531
1306862745,-11.9877872,-77.0194241
1306862748,-11.9873089,-77.0167963
1306862749,-11.9928806,-77.0166733
1306862752,-11.9856102,-77.0162722
1306862758,-11.9929165,-77.0192096
1306862760,-11.9881084,-77.0199655
1306862764,-11.9915907,-77.0193034
1306862765,-11.9928564,-77.016278
1306862775,-11.9875104,-77.0209727
1306862776,-11.9885952,-77.015568
1306862781,-11.987909,-77.01783
1306862782,-11.9944787,-77.0197598
1306862783,-11.9842512,-77.0164172
1306862787,-11.9868041,-77.0163375
1306862791,-11.9929013,-77.0188301
1306862792,-11.9874578,-77.0184881
1306862793,-11.9904798,-77.0159042
1306862796,-11.9871589,-77.0172819
1306862801,-11.992294,-77.0188596
1306862804,-11.9854432,-77.0173862
1306862807,-11.9934395,-77.0185623
1306862808,-11.9853019,-77.0184431
1306862811,-11.9886585,-77.0161393
1306862812,-11.9932102,-77.0158982
1306862815,-11.9928485,-77.0159218
1306862819,-11.9940174,-77.0165842
1306862820,-11.9917854,-77.0192905
1306862827,-11.9878749,-77.0182498
1306862829,-11.9840798,-77.0168381
1306862831,-11.9944668,-77.0188302
1306862832,-11.9868501,-77.0168473
1306862833,-11.9941303,-77.0191325
1306862836,-11.9878314,-77.0205338
1306862837,-11.9935507,-77.0195518
1306862839,-11.9942979,-77.0177616
1306862842,-11.9941416,-77.0198492
1306862843,-11.9925079,-77.0185041
1306862850,-11.9951144,-77.0165068
1306862863,-11.9932751,-77.0180451
1306862864,-11.994749,-77.0165323
1306862865,-11.9914698,-77.0214502
1306862866,-11.9860261,-77.0163649
1306862870,-11.9885283,-77.0194055
1306862884,-11.9826588,-77.0184938
1306862885,-11.9848936,-77.0184675
1306862886,-11.9807006,-77.0193113
1306862888,-11.9872603,-77.0162928
1306862891,-11.9920528,-77.016332
1306862894,-11.9919703,-77.0155725
1306862895,-11.9944653,-77.0191197
1306862905,-11.9866183,-77.0183947
1306862906,-11.9943186,-77.0154473
1306862907,-11.9869905,-77.0213616
1306862909,-11.9879336,-77.017355
1306862917,-11.9947081,-77.0157864
1306862921,-11.9887539,-77.0183824
1306862924,-11.9937207,-77.0191444
1306862927,-11.9929272,-77.0173665
1306862934,-11.9868468,-77.0200252
1306862940,-11.9932417,-77.0166485
1306862945,-11.9851085,-77.0161391
1306862952,-11.993803,-77.0178885
1306862953,-11.9939088,-77.0152692
1306862958,-11.9829782,-77.0178225
1306862960,-11.9844826,-77.0182869
1306862961,-11.9872383,-77.0213704
1306862964,-11.9892133,-77.0165678
1306862971,-11.9890347,-77.0193847
1306862977,-11.987068,-77.0184504
1306862978,-11.9956266,-77.0153469
1306862983,-11.9942223,-77.0204458
1306862992,-11.9943883,-77.0182448
1307610071,-11.9881375,-77.0024084
1307610072,-11.9892166,-77.0076124
1307610077,-11.9898716,-77.0030667
1307610080,-11.9892106,-77.0067805
1307610086,-11.97738,-77.0102863
1307610088,-11.9795376,-77.0091036
1307610103,-11.9850482,-77.0056154
1307610113,-11.9910673,-76.9997024
1307610119,-11.9904294,-76.9997025
1307610153,-11.9885717,-77.0025722
1307610167,-11.9897782,-77.0079999
1307610188,-11.9915927,-77.0019281
1307610212,-11.9895765,-76.9991271
1307610213,-11.9896641,-76.9990492
1307610218,-11.9890051,-77.002739
1307610220,-11.9852024,-77.0056446
1307610233,-11.9898986,-76.9992644
1307610252,-11.9920996,-77.0028108
1307610276,-11.9894397,-77.0029057
1307610284,-11.9856862,-77.0032403
1307610316,-11.9920632,-77.0002752
1307610321,-11.9797765,-77.0104594
1307610323,-11.9862898,-77.0017246
1307610328,-11.9787468,-77.0086042
1307610334,-11.9784453,-77.0090724
1317027941,-11.9765926,-77.0133216
1317143340,-11.9722318,-77.0041959
1317143352,-11.9712874,-77.0081188
1317143371,-11.9720203,-76.9999425
1317143410,-11.9707471,-77.0088873
1317143422,-11.9719262,-77.008463
1317143433,-11.9715706,-77.0007625
1317143471,-11.9725984,-77.0046605
1317143477,-11.9700441,-77.0048278
1317143479,-11.9664533,-76.9964141
1317143481,-11.9712845,-77.0137661
1317143499,-11.9712154,-77.0094637
1317143509,-11.9685973,-77.0044578
1317143527,-11.9745382,-77.0022603
1317143533,-11.9716068,-77.0140011
1317143536,-11.9718224,-77.01362
1317143550,-11.9684007,-76.9975861
1317288688,-11.9644297,-77.01392
1317288689,-11.9700457,-77.0097628
1317288691,-11.9669704,-77.0097195
1317288696,-11.9679142,-77.0140414
1317288704,-11.9646867,-77.00992
1317288705,-11.9675885,-77.004593
1317288706,-11.9676423,-77.0101477
1317288707,-11.9673133,-77.0117992
1317288709,-11.9661162,-77.0077421
1317288710,-11.9688076,-77.0094789
1317288711,-11.9694109,-76.9976564
1317288712,-11.9647775,-77.0168297
1317288715,-11.9652181,-77.0126525
1317288717,-11.9641926,-77.0139061
1317288718,-11.9661157,-77.0085262
1317288721,-11.9666599,-77.0102024
1317288724,-11.9677945,-77.0138109
1317288728,-11.9658426,-77.0106472
1317288729,-11.9657867,-77.012602
1317288730,-11.9668114,-77.0089747
1317288731,-11.969727,-77.0040285
1317288732,-11.9679284,-77.0084119
1317288733,-11.9660836,-77.011392
1317288735,-11.9681415,-77.0111329
1317288736,-11.9690115,-76.9973842
1317288739,-11.9643412,-77.0156247
1317288740,-11.9679036,-77.0103235
1317288741,-11.967427,-77.0139944
1317288742,-11.9625791,-77.0075671
1317288747,-11.9657596,-77.0083064
1317288748,-11.9665247,-77.0126807
1317288749,-11.9661759,-77.0118828
1317288750,-11.9674675,-77.0132305
1317288752,-11.9683604,-77.0066036
1317288756,-11.9668324,-77.0092457
1317288758,-11.9657869,-77.0138869
1317288759,-11.9699663,-76.995741
1317288760,-11.9673882,-77.0126784
1317288761,-11.9635988,-77.0163743
1317288763,-11.9657954,-77.0147653
1317288764,-11.967821,-77.0092302
1317288766,-11.9684713,-77.0106693
1317288767,-11.9678367,-77.0109387
1317288768,-11.9682561,-77.0091445
1317288771,-11.9693323,-77.010183
1317288773,-11.9659638,-77.0123231
1317288776,-11.9650913,-77.0143046
1317288780,-11.9655916,-77.0093701
1317288782,-11.9667616,-77.0116252
1317288786,-11.9663572,-77.0129782
1317288788,-11.9650317,-77.0129498
1317288793,-11.9642355,-77.0106294
1317288795,-11.9636213,-77.0176795
1317288797,-11.9654629,-77.0094153
1317288798,-11.9668522,-77.0143826
1317288802,-11.9689298,-77.0099332
1317288803,-11.9651217,-77.0092056
1317288805,-11.9665319,-77.0106932
1317288809,-11.9638417,-77.0165068
1317288810,-11.9712063,-77.0071921
1317288812,-11.9668504,-77.0112879
1317288819,-11.9688095,-77.0022276
1317288820,-11.9655,-77.0153648
1317288822,-11.970241,-77.0059095
1317288824,-11.9654137,-77.0123714
1317288829,-11.9695071,-77.0098983
1317288831,-11.9678553,-77.0047511
1317288832,-11.9676145,-77.0119763
1317288833,-11.9664612,-77.0114272
1317288834,-11.9637321,-77.0114299
1317288835,-11.9649315,-77.0170099
1317288836,-11.9697287,-77.009568
1317288843,-11.9666978,-77.0091575
1317288846,-11.9706902,-77.0089621
1317288850,-11.9653875,-77.01137
1317288851,-11.965102,-77.0111817
1317288852,-11.967352,-77.0099688
1317288853,-11.9677318,-77.0043445
1317288855,-11.9655917,-77.0110559
1317288859,-11.9668801,-77.0082321
1317288860,-11.9676735,-77.0106941
1317288863,-11.9668358,-77.0115024
1317288864,-11.9651699,-77.0092341
1317288870,-11.9646244,-77.0167884
1317288875,-11.9692174,-77.0084744
1317288878,-11.966944,-77.009064
1317288879,-11.9659848,-77.0135711
1317288880,-11.9672527,-77.0092668
1317288881,-11.970285,-76.9953094
1317288882,-11.9675667,-77.0140234
1317288883,-11.9663543,-77.0109808
1317288885,-11.9679078,-76.9966331
1317288886,-11.9689351,-77.0034672
1317288889,-11.968684,-76.9971589
1317288891,-11.9676563,-77.0082361
1317288895,-11.9681947,-77.0105063
1317288898,-11.9658347,-77.0089981
1317288900,-11.9643285,-77.0168624
1317288903,-11.9673517,-77.0110992
1317288909,-11.9646462,-77.013584
1317288916,-11.9693533,-77.0072461
1317288919,-11.966138,-77.0145668
