origen,destino,distancia_metros,tiempo_minutos,nombre_calle
817299764,4356666733,178.34939846614742,0.36,Sin nombre
817299764,817540015,213.38700172349945,0.43,Sin nombre
817299767,817299769,64.66998830601686,0.13,Sin nombre
817299767,817540120,54.79083196400102,0.11,Sin nombre
817299767,817540018,196.6745365690781,0.39,Sin nombre
817299769,817299771,63.837335906858605,0.13,Sin nombre
817299771,4356666732,63.31996330474704,0.13,Sin nombre
817301948,817600678,54.15370012725788,0.11,Sin nombre
499564487,817301948,53.490376132575314,0.11,Sin nombre
817301951,817301953,21.652481033358654,0.04,Sin nombre
817064372,817301951,195.87124429061257,0.39,Sin nombre
817301953,1302759115,18.089515688057418,0.04,Sin nombre
817301953,1302759069,99.36591055260214,0.2,Sin nombre
817301957,4356666754,7.806241908790853,0.02,Sin nombre
817301957,817301958,50.89548038470074,0.1,Sin nombre
817301958,4356666755,8.634314349720805,0.02,Sin nombre
817301958,1306862776,155.4642725004557,0.31,Sin nombre
817301960,4356666761,8.950361075174154,0.02,Sin nombre
817301960,1302759069,19.213886283340788,0.04,Sin nombre
817301960,1302759115,100.32233763137117,0.2,Sin nombre
817301961,1306862643,178.00504071054027,0.36,Sin nombre
817301961,1951268681,17.45081047149115,0.03,Sin nombre
817301967,822647576,10.674227496084772,0.02,Sin nombre
817301967,1844874558,101.94158053147669,0.2,Sin nombre
817340858,817340866,99.19954846327917,0.2,Sin nombre
817340863,9265023646,50.955446989285385,0.1,Sin nombre
817340863,817340878,141.03708902787443,0.28,Sin nombre
817340866,817362831,64.57712529195192,0.13,Sin nombre
817340858,817340878,110.70267898176493,0.22,Sin nombre
817340898,817349128,51.76378686102424,0.1,Sin nombre
817340898,817340901,26.403477734706666,0.05,Sin nombre
817340901,817362826,13.539363460861635,0.03,Sin nombre
817340901,817340903,60.498377720472384,0.12,Sin nombre
817340903,817764501,166.1871503557139,0.33,Sin nombre
817340903,817340909,120.11302641326442,0.24,Sin nombre
817340909,817764527,56.38771392856066,0.11,Sin nombre
817340909,817764501,118.3310588625899,0.24,Sin nombre
817340912,817764562,69.03446919987283,0.14,Sin nombre
817340912,817345816,293.98055281956783,0.59,Sin nombre
817345793,1302759101,26.43777895717577,0.05,Sin nombre
817345793,817689193,209.82517522121074,0.42,Sin nombre
817345799,817345802,21.154993629948443,0.04,Sin nombre
817345799,817776756,48.337234359378776,0.1,Sin nombre
817345800,824081610,57.5935140469624,0.12,Sin nombre
817345799,817345800,13.587859158053478,0.03,Sin nombre
817345802,817345815,13.476952580665573,0.03,Sin nombre
817345802,1954479729,60.742906284289816,0.12,Sin nombre
817345805,1954479777,95.62301643110274,0.19,Sin nombre
817345805,822762671,47.44162535691459,0.09,Sin nombre
817345807,822762996,116.29454620654903,0.23,Sin nombre
817345807,822762763,59.83454174509432,0.12,Sin nombre
817345808,822762981,53.64338886153049,0.11,Sin nombre
817345808,817727511,23.423305097472387,0.05,Sin nombre
817345808,817345809,13.311542973401348,0.03,Sin nombre
817345809,824068900,222.82080724701746,0.45,Sin nombre
817345815,824068840,57.42524712399861,0.11,Sin nombre
817345800,817345815,21.373780725272674,0.04,Sin nombre
817345793,817345816,22.30028029438969,0.04,Sin nombre
817345816,817345817,68.90364517027865,0.14,Sin nombre
817345817,1307610220,32.28825129787774,0.06,Sin nombre
817345817,817771141,51.225825823990874,0.1,Sin nombre
817345821,817778654,234.6830344767661,0.47,Sin nombre
817345821,817349216,17.071455312755692,0.03,Sin nombre
817349117,817764501,72.40675511160029,0.14,Sin nombre
817349117,817752861,24.182168187380007,0.05,Sin nombre
817340901,817349117,217.2160054484576,0.43,Sin nombre
817349120,1307610167,53.34061559581245,0.11,Sin nombre
817349120,1307610072,58.470244734549425,0.12,Sin nombre
817349120,817349138,23.792079358214238,0.05,Sin nombre
817349122,1307610080,56.3270329051542,0.11,Sin nombre
817349120,817349122,80.42125325691543,0.16,Sin nombre
817349125,817776741,229.31783412217482,0.46,Sin nombre
817349122,817349125,101.46164532002439,0.2,Sin nombre
817349128,817752880,58.780074133240355,0.12,Sin nombre
817349128,817752861,179.47874961620764,0.36,Sin nombre
817349138,822762737,85.82232256176229,0.17,Sin nombre
817349138,822762697,112.76715851934472,0.23,Sin nombre
493839494,817349146,27.0540776087825,0.05,Sin nombre
817349146,817362827,665.5094949675721,1.33,Sin nombre
817349216,817349223,14.288929230304438,0.03,Sin nombre
817349216,817349220,155.34505698917707,0.31,Sin nombre
817349220,824081597,56.53408737021257,0.11,Sin nombre
817349220,817349221,8.127616528141202,0.02,Sin nombre
817349221,1307610323,15.354537411769485,0.03,Sin nombre
817349221,824081458,55.68713033362303,0.11,Sin nombre
817349223,1307610284,17.513568190066582,0.04,Sin nombre
817349223,5059004241,132.12048035961317,0.26,Sin nombre
817362821,1302759097,13.858960556478793,0.03,Sin nombre
817362821,817641473,150.2465681777256,0.3,Sin nombre
817340898,817362823,12.67332463778521,0.03,Sin nombre
817362823,817362826,30.44512742600741,0.06,Sin nombre
817362826,817362827,30.281904275433565,0.06,Sin nombre
493839494,817362826,688.2989798535667,1.38,Sin nombre
817362827,817362831,16.31238069051528,0.03,Sin nombre
817362827,1302759097,44.02015015082989,0.09,Sin nombre
817064346,817362831,30.72697161337689,0.06,Sin nombre
817362821,817362831,51.595090818464584,0.1,Sin nombre
817385480,1951268989,28.66295578460118,0.06,Sin nombre
817385480,817385607,12.377521754848631,0.02,Sin nombre
817385517,817385665,11.516584715528223,0.02,Sin nombre
817385517,1847299735,11.327735677952084,0.02,Sin nombre
817385597,4351723144,11.936897454208227,0.02,Sin nombre
817385597,817385607,234.22004845021937,0.47,Sin nombre
817385607,822647544,27.463068642211876,0.05,Sin nombre
817385607,817641506,55.29967094226622,0.11,Sin nombre
817385619,822647758,69.44839122555287,0.14,Sin nombre
817385619,817385621,144.41710870101554,0.29,Sin nombre
817385621,822647762,67.69608836496951,0.14,Sin nombre
817385621,817385631,55.254803416901396,0.11,Sin nombre
817385631,1951269610,53.14860644524735,0.11,Sin nombre
817385631,822685931,20.16859022777134,0.04,Sin nombre
817385645,822648309,64.33790880748231,0.13,Sin nombre
817385645,822648251,328.14025745420594,0.66,Sin nombre
817385652,822648366,209.2824390781213,0.42,Sin nombre
817385652,822493974,16.299132190680506,0.03,Sin nombre
817385663,822494056,54.9772067734193,0.11,Sin nombre
817385663,817385665,57.75606149493089,0.12,Sin nombre
817385665,1941642525,55.813911376407454,0.11,Sin nombre
493839484,817385665,11.34196751204666,0.02,Sin nombre
817385668,10609356061,156.84376985827686,0.31,Sin nombre
499585876,817385668,62.74320087152556,0.13,Sin nombre
817385709,5329870023,16.80355043670101,0.03,Sin nombre
817385709,822788494,135.0637505345503,0.27,Sin nombre
817385710,821789705,13.317720269936862,0.03,Sin nombre
817385710,817385731,668.9021458545674,1.34,Sin nombre
817385731,822773975,225.11863857705038,0.45,Sin nombre
817385731,822773969,243.76526490922396,0.49,Sin nombre
817385740,1844389432,10.821756325320065,0.02,Sin nombre
817385740,822763390,156.9169624204351,0.31,Sin nombre
817385754,817385756,19.983243510775395,0.04,Sin nombre
817385754,4356649586,39.622736566703104,0.08,Sin nombre
817385756,817717206,10.658036457883814,0.02,Sin nombre
817385756,817385758,54.741866518627475,0.11,Sin nombre
817385758,822763005,70.70233309524174,0.14,Sin nombre
817385758,822762788,206.08270077791283,0.41,Sin nombre
817392940,822647606,148.01058587165085,0.3,Sin nombre
817392940,822685978,58.02814558443772,0.12,Sin nombre
817392946,817392947,55.337228140966154,0.11,Sin nombre
817392946,822582140,52.461221866317864,0.1,Sin nombre
817392946,1946304832,22.483696821921818,0.04,Sin nombre
817392947,822494131,170.2643927754468,0.34,Sin nombre
817392947,822494112,45.38466834050142,0.09,Sin nombre
817392949,821789927,11.838057496420046,0.02,Sin nombre
817392949,822494124,102.54605126684362,0.21,Sin nombre
817392950,1366011919,88.72648876476,0.18,Sin nombre
817392950,821789788,50.87096283200015,0.1,Sin nombre
817392952,821789775,51.50069491992092,0.1,Sin nombre
817392952,821789909,196.44699305267025,0.39,Sin nombre
817473977,1273974904,22.323972974641887,0.04,Sin nombre
817473977,1317787343,36.875172478587366,0.07,Sin nombre
817473978,1317787670,29.25142930525889,0.06,Sin nombre
817473978,1317787891,13.215584391375797,0.03,Sin nombre
817473980,1317787352,16.15276218271605,0.03,Sin nombre
817474022,824298812,14.291746126082122,0.03,Sin nombre
817474022,824345830,140.44552714364104,0.28,Sin nombre
817474025,1975409837,38.90035709368368,0.08,Sin nombre
817474025,4284283721,26.5556671771392,0.05,Sin nombre
817474068,1317143352,143.05656733948186,0.29,Sin nombre
817474068,3373840911,27.73446300345462,0.06,Sin nombre
817540003,1306862958,11.712650614456177,0.02,Sin nombre
817540003,4614996686,198.52941786454156,0.4,Sin nombre
817540003,817540081,213.95773436460829,0.43,Sin nombre
817540011,1306862958,42.25392266701009,0.08,Sin nombre
817540011,817540015,60.85131990371524,0.12,Sin nombre
817540015,817540018,66.26002364400772,0.13,Sin nombre
817540015,1966863860,233.3589651465387,0.47,Sin nombre
817540018,817540060,189.69136105669017,0.38,Sin nombre
817540018,817540022,56.412047564911276,0.11,Sin nombre
817540022,824102081,89.55344160331138,0.18,Sin nombre
817540022,817540120,181.36089376999865,0.36,Sin nombre
817540022,817540060,242.11703310582092,0.48,Sin nombre
817540060,1306862886,130.69976267564692,0.26,Sin nombre
817540081,817540191,60.771852600182704,0.12,Sin nombre
817540120,824102081,163.79199739568315,0.33,Sin nombre
817540191,817540201,36.18202403613781,0.07,Sin nombre
817540191,1306862783,19.44390647715519,0.04,Sin nombre
817540201,1306862945,78.3900168490558,0.16,Sin nombre
817540201,4356666738,67.18269772372416,0.13,Sin nombre
817600678,817600697,215.853686844322,0.43,Sin nombre
817600678,817600818,62.10119353184717,0.12,Sin nombre
817600684,817600819,131.0064470701188,0.26,Sin nombre
817600684,1273829674,55.3438689581272,0.11,Sin nombre
817600684,817600747,49.56571382797873,0.1,Sin nombre
817600697,817600731,66.58772884781575,0.13,Sin nombre
817600697,817600709,62.17772877336924,0.12,Sin nombre
817600709,1273829674,114.81403549282689,0.23,Sin nombre
817600709,1951268971,120.95432542605239,0.24,Sin nombre
817301948,817600715,328.67605384109714,0.66,Sin nombre
817600715,4356640695,19.72002716701886,0.04,Sin nombre
817600731,5354967598,25.63846578329273,0.05,Sin nombre
817600715,817600731,79.21269596215384,0.16,Sin nombre
817600747,6047220482,20.81598505380841,0.04,Sin nombre
817600747,1951269075,146.5960406311489,0.29,Sin nombre
817600763,817600766,53.61521835925751,0.11,Sin nombre
817600763,817600902,142.28128266165805,0.28,Sin nombre
817600763,817600844,54.39416500348432,0.11,Sin nombre
817600766,817600769,99.8172320295206,0.2,Sin nombre
817600766,817600782,194.47035668157324,0.39,Sin nombre
817600769,817600771,49.932919030732194,0.1,Sin nombre
817600769,817600782,93.7703561578353,0.19,Sin nombre
817600771,817600900,169.11520546720266,0.34,Sin nombre
817600780,817600782,56.05478413173715,0.11,Sin nombre
817600780,817600900,50.622527211899595,0.1,Sin nombre
817600780,817600902,164.9305053872817,0.33,Sin nombre
817600818,1951268971,65.31037694877591,0.13,Sin nombre
817600818,817600819,129.83899476521998,0.26,Sin nombre
817600819,817600900,53.22577570381866,0.11,Sin nombre
817301951,817600844,56.991095227993334,0.11,Sin nombre
817600900,7816357492,27.762589370566804,0.06,Sin nombre
817641473,10735823596,5.830104729796375,0.01,Sin nombre
817385597,817641473,54.263038516341695,0.11,Sin nombre
817641496,10737890753,21.41730590369733,0.04,Sin nombre
817600747,817641496,46.087981158650635,0.09,Sin nombre
817641506,6047220483,17.11898234630239,0.03,Sin nombre
817641506,10737890752,41.579988468042366,0.08,Sin nombre
817641506,6047220484,16.213389292382764,0.03,Sin nombre
817362821,817642523,83.9735862502592,0.17,Sin nombre
817642523,4357626146,25.729660148377366,0.05,Sin nombre
817651212,1302759081,29.800905136284427,0.06,Sin nombre
817651212,1304306391,95.2372047240429,0.19,Sin nombre
817651213,817651215,111.09483663983455,0.22,Sin nombre
817651213,1968682101,77.4542081383191,0.15,Sin nombre
817651215,1307610321,71.33079340404362,0.14,Sin nombre
817651215,817651216,117.80479406496039,0.24,Sin nombre
817651215,10088168543,180.30581493046967,0.36,Sin nombre
817651216,1968682132,87.16836333227755,0.17,Sin nombre
817651216,11630903980,37.294449431047006,0.07,Sin nombre
817651216,817660614,100.69718519873757,0.2,Sin nombre
817652555,817691025,15.462233160064233,0.03,Sin nombre
817652555,817652616,391.7486835756406,0.78,Sin nombre
817652555,4351746555,58.07584597370946,0.12,Sin nombre
817652572,824125733,12.3730365532729,0.02,Sin nombre
817652572,817652616,224.9143520006166,0.45,Sin nombre
817652572,1975411466,194.4324947550428,0.39,Sin nombre
817652616,1307610328,111.85996642783383,0.22,Sin nombre
817657231,817689195,14.73231571517555,0.03,Sin nombre
817657231,817660603,200.0531602122294,0.4,Sin nombre
817657231,817657695,435.7491657123448,0.87,Sin nombre
817657695,1307610088,27.64461353737669,0.06,Sin nombre
817657695,1968682132,43.159513479511915,0.09,Sin nombre
817660603,824087189,150.7656777611443,0.3,Sin nombre
817660603,817689193,15.922217293343266,0.03,Sin nombre
817660603,817660614,460.54032640434133,0.92,Sin nombre
817660614,1304306391,97.44886514859371,0.19,Sin nombre
817689193,817689195,199.6017384850191,0.4,Sin nombre
817689193,817689223,478.5562927668112,0.96,Sin nombre
817689195,4351746542,46.388149114985076,0.09,Sin nombre
817689195,817689239,139.36551109922024,0.28,Sin nombre
817689218,1968682278,42.02695807240217,0.08,Sin nombre
